liquibase_pickup_districts_import_system_id,liquibase_trash_types_import_system_id,date
HUEFOU,HUEYEL,2024-05-22
HUEFOU,HUEYEL,2024-06-04
HUEFOU,HUEYEL,2024-06-18
HUEFOU,HUEYEL,2024-07-02
HUEFOU,HUEYEL,2024-07-16
HUEFOU,HUEYEL,2024-07-30
HUEFOU,HUEYEL,2024-08-13
HUEFOU,HUEYEL,2024-08-27
HUEFOU,HUEYEL,2024-09-10
HUEFOU,HUEYEL,2024-09-24
HUEFOU,HUEYEL,2024-10-08
HUEFOU,HUEYEL,2024-10-22
HUEFOU,HUEYEL,2024-11-05
HUEFOU,HUEYEL,2024-11-19
HUEFOU,HUEYEL,2024-12-03
HUEFOU,HUEYEL,2024-12-17

HUETHR,HUEYEL,2024-01-05
HUETHR,HUEYEL,2024-01-18
HUETHR,HUEYEL,2024-02-01
HUETHR,HUEYEL,2024-02-16
HUETHR,HUEYEL,2024-02-29
HUETHR,HUEYEL,2024-03-14
HUETHR,HUEYEL,2024-03-28
HUETHR,HUEYEL,2024-04-11
HUETHR,HUEYEL,2024-04-25
HUETHR,HUEYEL,2024-05-10
HUETHR,HUEYEL,2024-05-24
HUETHR,HUEYEL,2024-06-06
HUETHR,HUEYEL,2024-06-20
HUETHR,HUEYEL,2024-07-04
HUETHR,HUEYEL,2024-07-18
HUETHR,HUEYEL,2024-08-01
HUETHR,HUEYEL,2024-08-15
HUETHR,HUEYEL,2024-08-29
HUETHR,HUEYEL,2024-09-12
HUETHR,HUEYEL,2024-09-26
HUETHR,HUEYEL,2024-10-10
HUETHR,HUEYEL,2024-10-24
HUETHR,HUEYEL,2024-11-07
HUETHR,HUEYEL,2024-11-21
HUETHR,HUEYEL,2024-12-05
HUETHR,HUEYEL,2024-12-19

HUEONE,HUETOX,2024-01-06
HUEONE,HUETOX,2024-02-03
HUEONE,HUETOX,2024-03-02
HUEONE,HUETOX,2024-04-06
HUEONE,HUETOX,2024-05-04
HUEONE,HUETOX,2024-06-01
HUEONE,HUETOX,2024-07-06
HUEONE,HUETOX,2024-08-03
HUEONE,HUETOX,2024-09-07
HUEONE,HUETOX,2024-09-28
HUEONE,HUETOX,2024-11-02
HUEONE,HUETOX,2024-12-07

HUETWO,HUETOX,2024-01-06
HUETWO,HUETOX,2024-02-03
HUETWO,HUETOX,2024-03-02
HUETWO,HUETOX,2024-04-06
HUETWO,HUETOX,2024-05-04
HUETWO,HUETOX,2024-06-01
HUETWO,HUETOX,2024-07-06
HUETWO,HUETOX,2024-08-03
HUETWO,HUETOX,2024-09-07
HUETWO,HUETOX,2024-09-28
HUETWO,HUETOX,2024-11-02
HUETWO,HUETOX,2024-12-07

HUETHR,HUETOX,2024-01-06
HUETHR,HUETOX,2024-02-03
HUETHR,HUETOX,2024-03-02
HUETHR,HUETOX,2024-04-06
HUETHR,HUETOX,2024-05-04
HUETHR,HUETOX,2024-06-01
HUETHR,HUETOX,2024-07-06
HUETHR,HUETOX,2024-08-03
HUETHR,HUETOX,2024-09-07
HUETHR,HUETOX,2024-09-28
HUETHR,HUETOX,2024-11-02
HUETHR,HUETOX,2024-12-07

HUEFOU,HUETOX,2024-01-06
HUEFOU,HUETOX,2024-02-03
HUEFOU,HUETOX,2024-03-02
HUEFOU,HUETOX,2024-04-06
HUEFOU,HUETOX,2024-05-04
HUEFOU,HUETOX,2024-06-01
HUEFOU,HUETOX,2024-07-06
HUEFOU,HUETOX,2024-08-03
HUEFOU,HUETOX,2024-09-07
HUEFOU,HUETOX,2024-09-28
HUEFOU,HUETOX,2024-11-02
HUEFOU,HUETOX,2024-12-07

HUEFIV,HUETOX,2024-01-06
HUEFIV,HUETOX,2024-02-03
HUEFIV,HUETOX,2024-03-02
HUEFIV,HUETOX,2024-04-06
HUEFIV,HUETOX,2024-05-04
HUEFIV,HUETOX,2024-06-01
HUEFIV,HUETOX,2024-07-06
HUEFIV,HUETOX,2024-08-03
HUEFIV,HUETOX,2024-09-07
HUEFIV,HUETOX,2024-09-28
HUEFIV,HUETOX,2024-11-02
HUEFIV,HUETOX,2024-12-07

HUESIX,HUETOX,2024-01-06
HUESIX,HUETOX,2024-02-03
HUESIX,HUETOX,2024-03-02
HUESIX,HUETOX,2024-04-06
HUESIX,HUETOX,2024-05-04
HUESIX,HUETOX,2024-06-01
HUESIX,HUETOX,2024-07-06
HUESIX,HUETOX,2024-08-03
HUESIX,HUETOX,2024-09-07
HUESIX,HUETOX,2024-09-28
HUESIX,HUETOX,2024-11-02
HUESIX,HUETOX,2024-12-07
