liquibase_city_import_system_id,system_id,display_name
HSHUEVEN,HUEREGRA,Restabfall Grau
HSHUEVEN,HUERERED,Restabfall Rot
HSHUEVEN,HUEREORA,Restabfall Orange
HSHUEVEN,HUEBIBRO,Bioabfall
HSHUEVEN,HUEPABLU,Papierabfall
HSHUEVEN,HUEGRGRE,Grünschnitt
HSHUEVEN,HUELEYEL,Leichtverpackungen
HSHUEVEN,HUESCTOX,Schadstofftermine
